2022-11-09 01:46:39.297 UTC,,,139007,,636b067f.21eff,1,,2022-11-09 01:46:39 UTC,,0,LOG,00000,"ending log output to stderr",,"Future log output will go to log destination ""csvlog"".",,,,,,,"","postmaster",,0
2022-11-09 01:46:39.297 UTC,,,139007,,636b067f.21eff,2,,2022-11-09 01:46:39 UTC,,0,LOG,00000,"starting PostgreSQL 14.5 (Ubuntu 14.5-2.pgdg22.04+2) on x86_64-pc-linux-gnu, compiled by gcc (Ubuntu 11.2.0-19ubuntu1) 11.2.0, 64-bit",,,,,,,,,"","postmaster",,0
2022-11-09 01:46:39.298 UTC,,,139007,,636b067f.21eff,3,,2022-11-09 01:46:39 UTC,,0,LOG,00000,"listening on IPv4 address ""0.0.0.0"", port 10000",,,,,,,,,"","postmaster",,0
2022-11-09 01:46:39.298 UTC,,,139007,,636b067f.21eff,4,,2022-11-09 01:46:39 UTC,,0,LOG,00000,"listening on IPv6 address ""::"", port 10000",,,,,,,,,"","postmaster",,0
2022-11-09 01:46:39.300 UTC,,,139007,,636b067f.21eff,5,,2022-11-09 01:46:39 UTC,,0,LOG,00000,"listening on Unix socket ""/var/run/postgresql/.s.PGSQL.10000""",,,,,,,,,"","postmaster",,0
2022-11-09 01:46:39.306 UTC,,,139009,,636b067f.21f01,1,,2022-11-09 01:46:39 UTC,,0,LOG,00000,"database system was shut down at 2022-11-09 01:46:39 UTC",,,,,,,,,"","startup",,0
2022-11-09 01:46:39.314 UTC,,,139007,,636b067f.21eff,6,,2022-11-09 01:46:39 UTC,,0,LOG,00000,"database system is ready to accept connections",,,,,,,,,"","postmaster",,0
2022-11-09 01:46:54.663 UTC,"postgres","postgres",139043,"127.0.0.1:42986",636b068e.21f23,1,"idle",2022-11-09 01:46:54 UTC,4/2,0,LOG,00000,"statement: SET extra_float_digits = 3",,,,,,,,,"","client backend",,0
2022-11-09 01:46:54.664 UTC,"postgres","postgres",139043,"127.0.0.1:42986",636b068e.21f23,2,"idle",2022-11-09 01:46:54 UTC,4/3,0,LOG,00000,"statement: SET application_name = 'epinions'",,,,,,,,,"","client backend",,0
2022-11-09 01:46:54.680 UTC,"postgres","postgres",139043,"127.0.0.1:42986",636b068e.21f23,3,"idle",2022-11-09 01:46:54 UTC,4/4,0,LOG,00000,"statement: select current_schema()",,,,,,,,,"epinions","client backend",,0
2022-11-09 01:46:54.689 UTC,"postgres","postgres",139043,"127.0.0.1:42986",636b068e.21f23,4,"idle",2022-11-09 01:46:54 UTC,4/5,0,LOG,00000,"statement: SELECT NULL AS TABLE_CAT, n.nspname AS TABLE_SCHEM, c.relname AS TABLE_NAME,  CASE n.nspname ~ '^pg_' OR n.nspname = 'information_schema'  WHEN true THEN CASE  WHEN n.nspname = 'pg_catalog' OR n.nspname = 'information_schema' THEN CASE c.relkind   WHEN 'r' THEN 'SYSTEM TABLE'   WHEN 'v' THEN 'SYSTEM VIEW'   WHEN 'i' THEN 'SYSTEM INDEX'   ELSE NULL   END  WHEN n.nspname = 'pg_toast' THEN CASE c.relkind   WHEN 'r' THEN 'SYSTEM TOAST TABLE'   WHEN 'i' THEN 'SYSTEM TOAST INDEX'   ELSE NULL   END  ELSE CASE c.relkind   WHEN 'r' THEN 'TEMPORARY TABLE'   WHEN 'p' THEN 'TEMPORARY TABLE'   WHEN 'i' THEN 'TEMPORARY INDEX'   WHEN 'S' THEN 'TEMPORARY SEQUENCE'   WHEN 'v' THEN 'TEMPORARY VIEW'   ELSE NULL   END  END  WHEN false THEN CASE c.relkind  WHEN 'r' THEN 'TABLE'  WHEN 'p' THEN 'PARTITIONED TABLE'  WHEN 'i' THEN 'INDEX'  WHEN 'P' then 'PARTITIONED INDEX'  WHEN 'S' THEN 'SEQUENCE'  WHEN 'v' THEN 'VIEW'  WHEN 'c' THEN 'TYPE'  WHEN 'f' THEN 'FOREIGN TABLE'  WHEN 'm' THEN 'MATERIALIZED VIEW'  ELSE NULL  END  ELSE NULL  END  AS TABLE_TYPE, d.description AS REMARKS,  '' as TYPE_CAT, '' as TYPE_SCHEM, '' as TYPE_NAME, '' AS SELF_REFERENCING_COL_NAME, '' AS REF_GENERATION  FROM pg_catalog.pg_namespace n, pg_catalog.pg_class c  LEFT JOIN pg_catalog.pg_description d ON (c.oid = d.objoid AND d.objsubid = 0  and d.classoid = 'pg_class'::regclass)  WHERE c.relnamespace = n.oid  AND n.nspname LIKE 'public' AND (false  OR ( c.relkind = 'r' AND n.nspname !~ '^pg_' AND n.nspname <> 'information_schema' ) )  ORDER BY TABLE_TYPE,TABLE_SCHEM,TABLE_NAME ",,,,,,,,,"epinions","client backend",,0
2022-11-09 01:46:54.696 UTC,"postgres","postgres",139043,"127.0.0.1:42986",636b068e.21f23,5,"idle",2022-11-09 01:46:54 UTC,4/6,0,LOG,00000,"statement: SELECT * FROM (SELECT n.nspname,c.relname,a.attname,a.atttypid,a.attnotnull OR (t.typtype = 'd' AND t.typnotnull) AS attnotnull,a.atttypmod,a.attlen,t.typtypmod,row_number() OVER (PARTITION BY a.attrelid ORDER BY a.attnum) AS attnum, nullif(a.attidentity, '') as attidentity,nullif(a.attgenerated, '') as attgenerated,pg_catalog.pg_get_expr(def.adbin, def.adrelid) AS adsrc,dsc.description,t.typbasetype,t.typtype  FROM pg_catalog.pg_namespace n  JOIN pg_catalog.pg_class c ON (c.relnamespace = n.oid)  JOIN pg_catalog.pg_attribute a ON (a.attrelid=c.oid)  JOIN pg_catalog.pg_type t ON (a.atttypid = t.oid)  LEFT JOIN pg_catalog.pg_attrdef def ON (a.attrelid=def.adrelid AND a.attnum = def.adnum)  LEFT JOIN pg_catalog.pg_description dsc ON (c.oid=dsc.objoid AND a.attnum = dsc.objsubid)  LEFT JOIN pg_catalog.pg_class dc ON (dc.oid=dsc.classoid AND dc.relname='pg_class')  LEFT JOIN pg_catalog.pg_namespace dn ON (dc.relnamespace=dn.oid AND dn.nspname='pg_catalog')  WHERE c.relkind in ('r','p','v','f','m') and a.attnum > 0 AND NOT a.attisdropped  AND n.nspname LIKE 'public' AND c.relname LIKE 'item') c WHERE true  ORDER BY nspname,c.relname,attnum ",,,,,,,,,"epinions","client backend",,0
